Issue key,Issue id,Summary,Issue Type,Affects Version/s,Affects Version/s,Affects Version/s,Created,Component/s,Component/s,Component/s,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Status,Fix Version/s,Fix Version/s,Fix Version/s,Custom field (Root Cause),Custom field (RCA Subcategory),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Resolution,Custom field (Resolved Date),Custom field (Urgency),Resolved,Custom field (Epic Link),Custom field (Target Release),Custom field (Defect Phase),Assignee
TM-39184,3896715,"[Major Incident] Reflexis - CVS Pharmacy, Inc. - 30 Projects not launch in RTM Portal. Issue start at 3PM EST | 18089751",Bug,TASK-23.10.1.11,,,2024-Jan-26 9:37 PM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,Code Error,Regression,,,,,,Done,,,2024-Jun-14 8:53 AM,,,,UM2540
TM-39175,3896016,en_US profile names are being displayed regardless of the user's locale,Bug,TASK-24.1.1.1,,,2024-Jan-26 5:44 AM,SAAS,,,CAN_BE_TESTED,Kernel_Scrubbed,RCA_DuplicateIssue,REM_CAT_NEED_SIT_TEST,Retrospective_Done,TestCoverage_Done,TKT_CAT_DUPLICATE,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,,New Feature Bug,TASK-24.8.1.0,,,,,Work Complete,,,2024-Jul-18 2:04 PM,,,,MS5895
TM-39173,3894802,MYWORK 24.1 [UK/ROI] - Tesco Logo not on dock,Bug,TASK-24.5.1.4,,,2024-Jan-25 3:39 PM,SAAS,,,CST_Required,RCA_Duplicate,Retrospective_Done,TKT_CAT_DUPLICATE,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Configuration,,,,,,Work Complete,,,2024-Jul-25 3:07 PM,,,,PA1587
TM-39172,3894795,MYWORK 24.1 [UK/ROI] - Search not displaying results,Bug,TASK-24.1.1.1,,,2024-Jan-25 3:25 PM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_Not_Bug,REM_CAT_NEED_AUTOMATION,REM_CAT_NEED_SIT_TEST,Retrospective_Done,TKT_CAT_NEW_BUG,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Could Not Reproduce,,,,,,No Longer Reproducible,,,2024-Jul-16 11:19 AM,,,,NS7781
TM-39035,3886851,QR Code,Bug,TASK-17.7.2.0,,,2024-Jan-23 2:56 PM,SAAS,,,CAN_BE_TESTED,RCA_Duplicate,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.9.1.0,,,,Legacy,TASK-24.9.0.4,,,,,Duplicate,,,2024-Aug-16 3:34 PM,,,,RD4624
TM-39034,3886811,PROD: Issue with Store Group Permissions,Bug,,,,2024-Jan-23 1:40 PM,SAAS,,,24.5_TO_24.7,assessed_from_kernel-indus,CAN_BE_TESTED,Kernel_Scrubbed,kernel-indus,REOPENED_NOT_A_BUG,TKT_CAT_NEW_FEATURE,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.10.1.0,,,,Standardization,TASK-24.10.1.0,,,,,Work Complete,,,2024-Sep-19 9:36 AM,,,,SA9341
TM-39031,3886294,COGNOS - urgent data check?,Bug,,,,2024-Jan-23 12:38 PM,Kernel,,,TKT_CAT_DUPLICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.4.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jun-05 7:15 PM,,TASK-23.11.2.2,,
TM-39018,3886068,24.1 Version - Menu Option Names Stretched,Bug,TASK-24.1.1.1,,,2024-Jan-23 9:16 AM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_QA_POD,DEV_REVIEW_COMPLETE,RCA_Corner_UI_Issue,REM_CAT_DOCUMENTATION,REM_CAT_REQ_DOC,REM_CAT_UI_CHANGE_COMM,Retrospective_Done,TKT_CAT_STANDARDIZATION,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2024-Apr-30 5:39 PM,,,,GR2722
TM-39005,3885546,Mobile App - login page word overlap,Bug,,,,2024-Jan-23 6:32 AM,SAAS,,,CAN_BE_TESTED,CYB_KERNEL_DEV,DEV_REVIEW_COMPLETE,JUNIT_NA,Kernel_Scrubbed,RCA_Corner_UI_Issue,RELEASE_NOTES,REM_CAT_NEED_SIT_TEST,Retrospective_Done,SONARLINT_NA,TCM_updated,TestCoverage_Done,TKT_CAT_STANDARDIZATION,,,,,,,,,,,,,,,Low,Done,TASK-24.7.0.1,,,,New Feature Bug,,,,,,Work Complete,,,2024-Apr-19 4:02 AM,,,,MS4925
TM-38873,3879078,"Reflexis - CVS Pharmacy, Inc. - TM - Projects Failing in MyWork | 17916075",Bug,TASK-23.10.1.11,,,2024-Jan-19 1:25 PM,SAAS,,,24.3_HOTFIX_TRACKER,CAN_BE_TESTED,CST_Required,ESCALATED_24.4,RCA_Performance_Scalability,REM_CAT_NEED_AUTOMATION,Retrospective_Done,TKT_CAT_PERFORMANCE,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-24.3.2.2,,,,Legacy,,,,,,Closed by Salesforce,,,2024-May-15 8:44 AM,,,,MP2227
TM-38813,3876332,OBI PP: Manual violations not being triggered for Fokusmarkt Bericht Walk when an attachment is added to the task,Bug,TASK-24.1.1.3,,,2024-Jan-18 11:50 AM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_Configuration_Issue,REM_CAT_DOCUMENTATION,Retrospective_Done,TKT_CAT_DATA_ISSUE,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Environment Specific,,,,,,Work Complete,,,2024-May-16 5:31 AM,,,,MP2227
TM-38785,3875644,Kernel User Page Translation in RWS,Bug,,,,2024-Jan-18 6:30 AM,SAAS,,,CAN_BE_TESTED,CST_Required,DEV_REVIEW_COMPLETE,Kernel_Scrubbed,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.5.0.2,TASK-24.5.1.0,,,Not a Bug,,,,,,Work Complete,,,2025-Jan-08 5:49 PM,,,,SP8705
TM-38717,3872020,MYWORK 23.11.1 [UK/ROI] - Embedded Wistia videos not visible on mobile app,Bug,TASK-23.10.1.4,,,2024-Jan-17 6:36 AM,SAAS,,,auth-comp,BRUINS_SCRUM,CAN_BE_TESTED,DEV_REVIEW_COMPLETE,FLUTTER_RICHTEXT_ISSUE,MEDIA_HANDLING_FLUTTER,PROJECT_NOTES_HTML,RANK_1,RCA_TestCase_Needed,REM_CAT_NO_REMIDIATION,Retrospective_Done,TCM_updated,TESCO_REVIEW,TestCoverage_24.3_Done,TKT_CAT_REGRESSION,,,,,,,,,,,,,Medium,Done,TASK-24.3.0.1,,,,Regression,,,,,,Work Complete,,,2024-Apr-24 11:14 PM,TM-36333,,,AV6155
TM-38661,3869553,Android Phone - Push Notifications not being displayed when MyWork app is active,Bug,,,,2024-Jan-16 7:51 AM,SAAS,,,MyWork,RCA_Not_Bug,REM_CAT_NEED_SIT_TEST,Retrospective_Done,TKT_CAT_NEW_BUG,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.4.1.0,,,,,,,,,,Closed by Salesforce,,,2024-Apr-23 4:50 AM,TM-39613,,,AK4189
TM-38578,3867013,Tareas - Subtareas de Proyecto Caminata no se reflejan en reportes (CHILE),Bug,TASK-17.7.1.0,,,2024-Jan-15 5:55 AM,SAAS,,,RAR_ETL_DATA_ISSUE,RCA_Informational,REM_CAT_UNIT_TEST,Retrospective_Done,TKT_CAT_NEW_BUG,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not In Scope,,,,,,Cancelled,,,2024-Aug-29 12:20 PM,,,,SS2200
TM-38534,3863805,V17 Production - Custom Report Issue: Informational Projects,Bug,TASK-17.7.2.9,,,2024-Jan-12 6:33 PM,SAAS,,,24.3_HOTFIX_TRACKER,CST_Required,DEV_REVIEW_COMPLETE,RAR_CLIENT_ISSUE,RAR_ETL_DATA_ISSUE,RCA_TestCase_Needed,REM_CAT_API_TEST,Retrospective_Done,TCM_updated,TestCoverage_24.3_Done,TKT_CAT_REGRESSION_v16,,,,,,,,,,,,,,,,,High,Done,TASK-24.3.0.1,TASK-24.3.1.0,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Jul-03 6:33 PM,,,,RS7567
TM-38448,3860517,Discrepancy between application and reporting DB,Bug,TASK-23.10.2.4,,,2024-Jan-11 4:20 PM,SAAS,,,kernel-indus,RAR_CLIENT_ISSUE,RAR_CUSTOM_REPORT,RAR_INFORMATION_PROVIDED,RCA_EnvSpecific_Missed,Retrospective_Done,TKT_CAT_NEW_BUG,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,,,,,,,Closed by Salesforce,,,2024-May-08 11:12 AM,,,,AA7794
TM-38345,3856959,V4.5.1- H&M-Pre-prod-Instead of having Accrual changes ' -- ' is displaying when hovering on Employee Module,Bug,,,,2024-Jan-10 4:12 AM,SAAS,,,CAN_BE_TESTED,HOTFIX_REQUESTED,kernel-indus,MODULE_ROS_GLOBALISATION,RCA_Duplicate,REM_CAT_NEED_AUTOMATION,Retrospective_Done,TKT_CAT_NEW_BUG,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.1.0.1,,,,Environment Specific,,,,,,Done,,,2024-Sep-11 9:39 PM,,,,VK3013
TM-38325,3855815,Desktop myWalk Reporting: Built Report now showing all myWalk Instances,Bug,TASK-23.10.1.11,,,2024-Jan-09 8:08 PM,SAAS,,,24.3_HOTFIX_TRACKER,CAN_BE_TESTED,RAR_ETL_DATA_ISSUE,RAR_STANDARD_REPORT_ISSUE,RCA_TestCase_Needed,REM_CAT_NEED_SIT_TEST,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.2.1.0,TASK-24.3.0.4,,,,,,,,,Closed by Salesforce,,,2024-Apr-20 11:45 AM,,,,NS2154
TM-38258,3851833,"User tried to recall a project TJXC: 2024 February Activity Calendar, however, this recall did not work.",Bug,,,,2024-Jan-08 12:36 PM,SAAS,,,CAN_BE_TESTED,RCA_Already_Reported,Retrospective_Done,TCM_updated,TKT_CAT_DUPLICATE,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.2.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jul-25 2:00 PM,,,,PM4673
TM-38199,3847886,Associate/Employee Dashboard,Bug,TASK-24.5.1.5,,,2024-Jan-05 12:39 PM,SAAS,,,DevL3POD_CFRByOtherTeam,PI1_24_L3POD_Sprint_1,RCA_DeploymentIssue,RCA_EnvSpecific_Missed,REM_CAT_NEED_AUTOMATION,Retrospective_Done,TKT_CAT_ENV_CONFIG,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Deployment,,,,,,Work Complete,,,2024-Sep-13 10:20 PM,RAR-6652,,,
TM-38123,3840560,COGNOS - urgent data check?,Bug,,,,2024-Jan-03 2:00 PM,SAAS,,,CAN_BE_TESTED,CST_Required,RAR_CLIENT_ISSUE,RAR_ETL_ISSUE,RCA_EnvSpecific_Missed,REM_CAT_NEED_AUTOMATION,Retrospective_Done,TKT_CAT_REGRESSION_v16,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.1.1.1,TASK-24.4.1.0,,,Could Not Reproduce,,,,,,No Longer Reproducible,,,2024-Apr-19 5:50 PM,,,,VK3578
TM-37955,3833171,V23.11.2 - Room Check GSR Post Action not being listed without manual refresh,Bug,TASK-23.11.2.0,,,2023-Dec-27 5:22 AM,SAAS,,,CST_Required,CYB_MYWORK_Dev_POD,CYB_MYWORK_QA_POD,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.5.0.3,,,Others,Could Not Reproduce,,,,,,Closed by Salesforce,,,2024-Sep-05 10:17 AM,,,,VK3578
TM-37888,3828815,Store 000002 Stuck Open,Bug,TASK-23.10.1.3,,,2023-Dec-21 6:49 PM,SAAS,,,24.5_TO_24.7,assessed_from_kernel-indus,CAN_BE_TESTED,CST_Required,DevL3POD_CFRByOtherTeam,kernel-indus,MODULE_ROS_UNITS,MOVE_24.7_TO_24.9,MOVE_24.9_TO_25.1,PI4_23_L3POD_Sprint_3,RAR_CLIENT_ISSUE,RAR_STANDARD_REPORT_ISSUE,RCA_EnvSpecific_Missed,,,,,,,,,,,,,,,Medium,Done,,,,,Data Issue,,,,,,Environmental Issue,,,2024-Dec-30 6:17 PM,,,,DG4952
TM-37530,3812909,Kernel Login issue for emeapartner01.,Bug,,,,2023-Dec-14 5:31 AM,SAAS,,,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-24.2.1.0,,,,Environment Specific,,,,,,Cannot Reproduce,,,2024-Jun-11 1:36 AM,,,,SP5894
TM-37457,3810746,Walmart Chile PP: QDocs - Module translation is not visible,Bug,TASK-23.10.1.2,,,2023-Dec-13 8:34 AM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not In Scope,,,,,,Invalid,,,2024-Apr-30 8:56 AM,,,,
TM-37402,3807673,Skip logic for sub-questions (MWSurvey),Bug,TASK-23.10.2.4,,,2023-Dec-12 6:27 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,DEV_TO_CHECK,DevL3POD_CFRByOtherTeam,PI4_23_L3POD_Sprint_3,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,User Documentation,,,,,,Works As Expected,,,2024-Jun-18 12:28 PM,,,,
TM-37390,3807331,PP_Translate Store to Branch in the RTM Distribution,Bug,TASK-23.10.1.4,,,2023-Dec-12 3:23 AM,SAAS,,,DevL3POD_CFRByOtherTeam,PI4_23_L3POD_Sprint_2,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Work Complete,,,2025-Jan-17 3:27 PM,,,,
TM-37232,3800176,User Load - no email notifications generated for integrated data uploads,Bug,,,,2023-Dec-07 9:06 AM,Kernel,SAAS,,assessed_from_kernel-indus,CAN_BE_TESTED,internal,Kernel_Scrubbed,kernel-indus,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.1.1.0,,,,Performance,,,,,,Closed by Salesforce,,,2024-Apr-01 5:47 AM,,,,PG5466
TM-37220,3799949,Device status update error,Bug,TASK-17,,,2023-Dec-07 7:30 AM,SAAS,,,BRUINS_SCRUM,CST_Required,MyWork,RCA_Need_More_Info,RCA_TM_QA_Need_More_Info,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-23.10.2.0,,,,,,,,,,Closed by Salesforce,,,2024-Jun-21 2:15 AM,,,,PG4273
TM-37086,3793916,V17 - ERROR EN CARGA DATOS UNIT-USER,Bug,TASK-23.10.1.8,,,2023-Dec-05 6:13 AM,SAAS,,,assessed_from_kernel-indus,ENG_CONVERT_TO_STORY,kernel-indus,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Feb-11 11:30 AM,,,,PD4492
TM-36980,3785917,"Reflexis - Love's Travel Stops & Country Stores - Store 869 - Tasks Stuck Unable to be Completed | 17556888",Bug,,,,2023-Dec-01 5:40 AM,SAAS,,,CYB_MYWORK_Dev_POD,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Could Not Reproduce,,,,,,Closed by Salesforce,,,2024-Jun-18 3:24 AM,,,,AS2950
TM-36979,3785860,MYWORK 23.10 [UK/ROI] - User data issue,Bug,TASK-23.10.1.4,,,2023-Dec-01 5:28 AM,SAAS,,,CAN_BE_TESTED,DEV_REVIEW_COMPLETE,HOTFIX_PROVIDED,Kernel_Scrubbed,Not_For_DevL3POD,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.3.2.1,TASK-24.5.0.1,,Code Error,New Feature Bug,,,,,,Work Complete,,,2024-Apr-19 3:30 AM,,,,DS1376
TM-36957,3784863,Distribution List not Updating with New Attributes,Bug,TASK-17.7.2.9,,,2023-Nov-30 3:37 PM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Jan-08 5:25 PM,,,,NK2889
TM-36729,3772445,Excluding Stores from Distribution Groups,Bug,TASK-17.7.2.9,,,2023-Nov-24 6:08 AM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2024-Jun-14 8:46 PM,,,,
TM-36712,3771635,"Training01* Error Pulling ""Report Execution Statistics"" Report",Bug,,,,2023-Nov-24 12:23 AM,SAAS,,,DevL3POD_CFRByOtherTeam,PI4_23_L3POD_Sprint_2,RAR_ENV_CONFIG_ISSUE,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Environment Specific,,,,,,Work Complete,,,2024-Jun-03 9:35 AM,,,,JH6766
TM-36679,3769604,SSI V17: Adding Fiscal Calendar,Bug,TASK-17.7.2.9,,,2023-Nov-23 2:06 AM,SAAS,,,DevL3POD_CFRByOtherTeam,MOVE_24.10_TO_25.2,MOVE_24.9_TO_24.10,PI4_23_L3POD_Sprint_1,UI/UX,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Feb-11 1:47 PM,,,,
TM-36661,3768235,My Work Mobile: Images broken in violation project notes and task notes,Bug,,,,2023-Nov-22 11:11 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.1.0,,,,Duplicate Issue,,,,,,Fixed in Latest Release,,,2024-May-03 7:36 AM,,,,RD4624
TM-36645,3767872,AAR filter condition on User ID not listing all active EE#'s,Bug,TASK-23.10.1.3,,,2023-Nov-22 6:38 AM,SAAS,,,CST_Required,DevL3POD_CFRByOtherTeam,PI4_23_L3POD_Sprint_1,RAR_ETL_DATA_ISSUE,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.8.1.2,,,Others,Legacy,TASK-24.8.1.2,,,,,Work Complete,,,2024-Nov-19 3:23 PM,RAR-6649,,,JS6954
TM-36633,3767234,Embedded video on public broadcast preventing login,Bug,TASK-24.8.1.3,,,2023-Nov-22 3:33 AM,SAAS,,,CAN_BE_TESTED,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Done,,,2024-Sep-04 9:35 AM,,,,PA1587
TM-36550,3762148,Proyecto con subtareas - No se refleja el nombre de la persona que termino la tarea (Perú),Bug,,,,2023-Nov-20 4:10 AM,SAAS,,,24.3_HOTFIX_TRACKER,24.5_TO_24.7,CAN_BE_TESTED,CFQ_Scrum_QA,CYB_MYWORK_QA_POD,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.0,,,,Legacy,TASK-24.8.0.4,,,,,Work Complete,,,2024-Jul-17 3:47 AM,,,,SK2987
TM-36524,3759303,No se visualiza Preguntas y respuestas en Reportes,Bug,TASK-23.10.1.2,,,2023-Nov-17 3:47 PM,SAAS,,,CAN_BE_TESTED,DEV_TO_CHECK,ESCALATED_24.4,NOT_ABLE_TO_REPLICATE,RAR_CLIENT_ISSUE,RAR_ETL_DATA_ISSUE,RAR_WALK_RATING,STOREWALK_FEEDBACK,SWA_DISC_NEEDED,TestCoverage_Done,,,,,,,,,,,,,,,,,,High,Done,TASK-24.8.1.0,,,,New Feature Bug,TASK-24.8.1.0,,,,,Work Complete,,,2024-Oct-16 4:57 PM,,,,
TM-36408,3752366,CLONE - v17 CHS - Unable to open share link from QDocs,Bug,,,,2023-Nov-14 10:24 PM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Aug-16 3:32 PM,,,,
TM-36383,3746722,Dates are wrong,Bug,TASK-23.10.1.2,,,2023-Nov-10 11:05 AM,SAAS,,,MOVE_24.7_TO_24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Legacy,,,,,,Fixed in Latest Release,,,2024-Jul-24 9:51 AM,,,,VK3578
TM-36382,3746347,BP Global - PR - Filter in Unit List not working as expected,Bug,TASK-24.10.2.2,,,2023-Nov-10 10:38 AM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Legacy,,,,,,Fixed in Latest Release,,,2024-Oct-15 9:48 AM,,,,KM5655
TM-36371,3745646,MYWORK 17.7.2 [UK] - Unable to load shows as server error,Bug,TASK-23.10.1.4,,,2023-Nov-10 6:45 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,SWA_DISC,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.7.0.4,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jun-11 9:51 AM,,,,AG9216
TM-36367,3745708,MYWORK 23.10 [UK] - MyWork system lags,Bug,TASK-23.10.1.4,,,2023-Nov-10 6:30 AM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,,,,,,,Closed by Salesforce,,,2024-Jun-30 9:39 AM,,,,SP5894
TM-36306,3742865,Walks are not visible to store user to conduct even if all the permissions are enabled.,Bug,TASK-23.10.1.4,,,2023-Nov-09 6:44 AM,SAAS,,,DEV_TO_CHECK,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2024-May-02 1:32 PM,,,,
TM-36223,3738954,Two Profiles Being Assigned to Associates,Bug,TASK-16.11_R14.1,,,2023-Nov-08 7:10 AM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Work Complete,,,2024-Jul-03 3:43 PM,,,,AP9717
TM-36216,3738934,APK for COMPASS mobile app for Walgreens store Handheld devices,Bug,TASK-16.10_R38.1,,,2023-Nov-08 6:54 AM,SAAS,,,CANNOT_BE_TESTED,CST_Required,Kernel_Scrubbed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-16.10_R39.1,,,,Security,,,,,,Work Complete,,,2024-Apr-26 11:30 PM,,,,PD7505
TM-36129,3732244,Project status reporting (project summary showing NA),Bug,TASK-23.10.2.1,,,2023-Nov-07 6:52 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,CFQ_Scrum_QA,CST_Required,CYB_MYWORK_QA_POD,Migration,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.8.1.0,,,,Legacy,TASK-24.8.0.4,,,,,Work Complete,,,2024-Jul-17 4:37 AM,,,,SK2987
TM-36122,3732066,Attachments are missing on previous ISB Production Pad and Hot Food Production Pads,Bug,TASK-23.10.2.1,,,2023-Nov-07 5:52 AM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,CYB_MYWORK_QA_POD,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,TASK-24.7.0.0,,,,Legacy,,,,,,Work Complete,,,2024-May-16 7:05 AM,,,,MS5895
TM-36107,3730959,Unable to enter details on a 'matrix' type answer within a walk (safari browser only)-17387594,Bug,TASK-23.10.2.1,,,2023-Nov-07 1:13 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,DEV_TO_CHECK,SWA_DISC,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.1.0,,,,Legacy,,,,,,Work Complete,,,2024-Jun-20 2:14 AM,,,,RV1486
TM-36072,3728167,Walks: 'All Walks' screen just spins,Bug,TASK-23.10.2.1,,,2023-Nov-06 5:31 AM,SAAS,,,24.5_TO_24.7,CAN_BE_TESTED,DEV_TO_CHECK,SWA_DISC,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.0.4,,,,Performance,,,,,,Work Complete,,,2024-Jun-12 11:34 AM,,,,VP1789
TM-35939,3717037,APIGEEE Get Projects API - priority code should be between 1-9,Bug,TASK-23.10.1.6,,,2023-Nov-02 5:29 AM,SAAS,,,OBI_API,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Feature Parity,,,,,,Done,,,2024-Jun-19 11:19 AM,,,,RWest
TM-35914,3715182,Reporte no se visualiza en lista (New),Bug,TASK-23.10.1.2,,,2023-Nov-01 1:03 PM,SAAS,,,24.5RRR_MOVE_TO_24.7_RRR,DEV_TO_CHECK,RAR_WALK_RATING,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.8.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Sep-03 3:45 PM,,,,
TM-35912,3714983,APIGEEE Get Projects API - date search is returning incorrect results,Bug,TASK-23.10.1.2,,,2023-Nov-01 9:49 AM,SAAS,,,OBI_API,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Could Not Reproduce,,,,,,Invalid,,,2024-Jun-17 1:26 PM,,,,RWest
TM-35848,3713213,BP PT Prod & PreProd: Please update Translations,Bug,TASK-17.7,,,2023-Oct-31 5:42 AM,SAAS,,,CAN_BE_TESTED,CST_Required,CYB_KERNEL_DEV,DEV_REVIEW_COMPLETE,JASM_UNIT_NA,JUNIT_NA,ReadyForPR,ReadyForScrumQA,SONARLINT_Y,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.2.1.0,,,,New Feature Bug,TASK-25.1.1.2,TASK-25.2.0.2,,,,Work Complete,,,2024-Dec-23 5:41 AM,,,,VK3578
TM-35723,3707422,Time out by an hour on app?,Bug,TASK-17.6.18.1,,,2023-Oct-27 4:20 AM,SAAS,,,kernel-indus,MODULE_ROS_DATALOAD,MODULE_ROS_UNITS,RCA_Configuration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,,,,,,,Closed by Salesforce,,,2024-Apr-05 3:59 AM,,,,GR1203
TM-35620,3702994,MWFORM - page freezes when copying forms,Bug,TASK-23.10.1.4,,,2023-Oct-25 10:10 AM,SAAS,,,CAN_BE_TESTED,DEV_REVIEW_COMPLETE,GCS_COPY_ISSUE,Not_For_DevL3POD,RCA_Duplicate,Retrospective_Done,SWA_24_4_REVIEW_ADDED,SWA_MODULE_GCS,TKT_CAT_DUPLICATE,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.5.0.0,,,,Performance,,,,,,Duplicate,,,2024-Apr-12 4:17 AM,,,,DS1376
TM-35542,3700549,Unable to Execute Visual Merchandising Project from Android Mobile Device,Bug,TASK-23.10.1.0,,,2023-Oct-24 11:43 AM,SAAS,,,24.5_TO_24.7,BRUINS_SCRUM,CAN_BE_TESTED,DEV_HIGH_IMPACT_FUNCTIONALITY,MOVE_24.7_TO_24.8,MyWork,Not_For_DevL3POD,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,,Standardization,TASK-24.9.0.3,,,,,Work Complete,,,2024-Aug-13 11:18 AM,TM-39613,,,RD4624
